0.8, 0.0125, 250, 0.0, 0.0, 0.0, 0.0
0.8, 0.0125, 500, 0.0, 0.0, 0.0, 0.0
0.8, 0.0125, 1000, 0.0, 0.0, 0.0, 0.0
0.8, 0.0125, 2000, 0.0, 0.0, 0.0, 0.0
0.8, 0.0125, 4000, 0.0, 0.0, 0.0, 0.0
0.8, 0.0125, 8000, 0.0, 0.0, 0.0, 0.0
0.8, 0.0125, 16000, 0.0, 0.0, 0.0, 0.0
0.8, 0.025, 250, 0.0, 0.0, 0.0, 0.0
0.8, 0.025, 500, 0.0, 0.0, 0.0, 0.0
0.8, 0.025, 1000, 0.0, 0.0, 0.0, 0.0
0.8, 0.025, 2000, 0.0, 0.0, 0.0, 0.0
0.8, 0.025, 4000, 0.0, 0.0, 0.0, 0.0
0.8, 0.025, 8000, 0.0, 0.0, 0.0, 0.0
0.8, 0.025, 16000, 99.0, 133.0, 2.112181539278578, 2.2638561307466603
0.8, 0.05, 250, 0.0, 0.0, 0.0, 0.0
0.8, 0.05, 500, 0.0, 0.0, 0.0, 0.0
0.8, 0.05, 1000, 0.0, 0.0, 0.0, 0.0
0.8, 0.05, 2000, 0.0, 0.0, 0.0, 0.0
0.8, 0.05, 4000, 51.0, 70.0, 2.131833443371411, 2.2952485709214563
0.8, 0.05, 8000, 47.0, 66.0, 2.0708540959923436, 2.2695383723343117
0.8, 0.05, 16000, 45.0, 68.0, 2.046159000350454, 2.258981396770484
0.8, 0.1, 250, 0.0, 0.0, 0.0, 0.0
0.8, 0.1, 500, 30.0, 31.0, 2.18814824863935, 2.2689100389941896
0.8, 0.1, 1000, 27.0, 37.0, 2.1684596130586113, 2.266193006074139
0.8, 0.1, 2000, 24.0, 35.0, 2.076225800018125, 2.2714230254787218
0.8, 0.1, 4000, 23.0, 34.0, 2.0473022161439096, 2.2713282590464052
0.8, 0.1, 8000, 23.0, 36.0, 2.028173920976016, 2.2751982336228167
0.8, 0.1, 16000, 22.0, 37.0, 2.0174992932302893, 2.3093295568271164
0.8, 0.2, 250, 13.0, 17.0, 2.172059775719174, 2.2791821466598425
0.8, 0.2, 500, 12.0, 20.0, 2.074667191267627, 2.2667468155432973
0.8, 0.2, 1000, 12.0, 20.0, 2.049940273423821, 2.2824270224513894
0.8, 0.2, 2000, 12.0, 18.0, 2.0330047747586404, 2.240343431117291
0.8, 0.2, 4000, 11.0, 20.0, 2.023779284615205, 2.306689316886201
0.8, 0.2, 8000, 11.0, 21.0, 2.015062840449585, 2.29407598193093
0.8, 0.2, 16000, 11.0, 22.0, 2.008063170505902, 2.271566082767514
